ID,Tweet,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust
2017-En-11533,Don't chase fame\nif you're going\nto resent it\nwhen it starts\nchasing you'\nWRDSMTH,False,False,True,False,False,False,True,True,False,False,False
2017-En-41213,"Only God knows why things happen, sometimes it's just hard to understand. #sad #prayingforyou",False,False,False,False,False,False,True,False,True,False,False
2017-En-21623,@caIrissian take deep breaths bc the shaking could be from adrenaline. Oh wow that's weird. Depending if you're regular or not that varies-,False,False,True,False,False,False,False,False,True,True,False
2017-En-20195,"My interview went well today, I can't wait to find out what happens. #nervous #excited #interview #jobinterview",False,False,False,False,False,False,True,False,False,False,False
2017-En-11505,@Markk1872  Red heads are more fiery.,True,False,False,True,False,False,False,False,False,False,False
2017-En-30240,Make someone happy ^_^,False,False,False,False,True,False,True,False,False,False,False
2017-En-31498,@ErinAndrews I ❤️you on DWTS You make my night every show! 😘 #hilarious,False,False,False,False,True,True,True,False,False,False,False
2017-En-41031,"Once you've accepted your flaws, no one can use them against you - @GRRMspeaking #quote #mentalhealth #psychology #depression #anxiety",False,True,False,True,False,False,True,False,False,False,False
2017-En-20026,Breaking out in hives for the first time since college finals. #anxiety sucks,False,False,False,True,False,False,False,False,True,False,False
2017-En-30466,"To all who follow me, whether we've ever talked or not hope you have a joyous life. Goodbye.",False,False,False,False,True,True,True,False,False,False,False
2017-En-21607,Ugh.. Why am I not asleep yet. Fml. I think low key I'm afraid I might miss something. #SleeplessNight #sleepy ,False,False,True,True,False,False,False,True,True,False,False
2017-En-11335,Just watching crimewatch what kind of sick fuck touches 6 year olds 😡😡😡😡 shit like this makes me fume!!!,True,False,True,False,False,False,False,False,False,False,False
2017-En-10592,np rum rage,True,False,True,False,False,False,False,False,False,False,False
2017-En-40998,Hoping to hear some serious @DonnieTrumpet tonight,False,True,False,False,True,False,True,False,False,True,False
2017-En-31225,"“The Lord thy God in the midst of thee is mighty; he will save, he will rejoice over thee with joy...”\nZephaniah 3:17",False,False,False,False,True,False,True,False,False,False,False
2017-En-41348,🍂🎵☀\n#fall sounds great !\ndream #blues #rock by @RaphaelSlagg.\nGet the top album  'One Love'  by hero @BlindFret. :D,False,False,False,False,True,True,False,False,False,False,False
2017-En-40124,Nasty nasty chilly rain has put a damper on my afternoon cigar.  This is NOT a good thing. @cspanwj And FOUR #CongressCritters tomorrow?,False,False,True,False,False,False,False,False,True,False,False
2017-En-10055,My mind is raging and i just want to end it all,True,False,True,False,False,False,False,False,True,False,False
2017-En-11382,very little frustrates me as much as misplacing something. Been looking for my keys for 2 hours now ,True,False,True,False,False,False,False,False,False,False,False
2017-En-41169,@dlrwills turn that frown upside down buddy 🙃.,True,False,True,False,True,False,True,False,True,False,False
2017-En-11020,@Alex_Philip2648 it's a step up from boiling broccoli tbh,False,True,False,False,False,False,True,False,False,False,False
2017-En-30490,The neighbor dancing in the Clayton Homes commercial is me. ,False,False,False,False,True,True,False,False,False,False,False
2017-En-21639,@vkon1 @WindyCOYS by all accounts he was poor first half. Started showboating once game was safe #bully,True,False,True,False,False,False,False,False,False,False,False
2017-En-21967,@Jpennifan OH sorry for your divorce but don't worry I will be a good wife then (no reference),False,True,False,False,True,False,True,False,False,False,False
2017-En-11054,"@JoeShennan Meanwhile @JoshuaMurrayBM and I are getting a 7.40am train. I hope you really, really enjoy that hotel, Shennan. ",False,False,False,False,True,False,True,False,False,False,False
2017-En-21336,Fuck me....what the fuuuuuuuck did I just watch?!?! #STAGESCHOOL is awful.....no that flatters it!! #shocking 😮👎,True,False,True,False,False,False,False,False,False,False,False
2017-En-10461,"@ChronAVT ummm, the blog says 'with Simon Stehr faking 7th'...I'll expect an investigation forthwith. This is an ",True,True,False,False,False,False,False,False,False,False,False
2017-En-21193,"Came in to work today 1.5 hours late.1st thing I hear: 'Ma'am,the big boss has been waiting for you in his office.' #panic #hateBeingLate 😩😪",False,False,False,True,False,False,False,False,True,False,False
2017-En-11585,@cameronNewton #colinkaepernick protests because of the unjust murder of #keithlamontscott in North Carolina #injustice  #speakout,True,False,True,False,False,False,False,False,True,False,False
2017-En-20141,Tomorrow is the day I cut and dye my hair! 😳 #nervous #excited,False,False,False,True,True,False,True,False,False,False,False
2017-En-10085,@ManUtd you have had from me over the years is irrelevant. Its an absolute joke. #manutd #ticketing #fuming #noloyalty #joke #notimpressed,True,False,False,False,False,False,False,False,False,False,False
2017-En-10442,"@a_mxe7 hah don't speak to me or my cousin like that, mind a had the displeasure of seeing u bare faced on eh train, no a pretty sight mate",True,False,True,False,False,False,False,False,True,False,False
2017-En-20419,@HillaryClinton #Hypocritical considering the #MiLLiONS of dollars you and @billclinton took from #horrible people and spent on yourselves.,True,False,True,False,False,False,False,False,False,False,False
2017-En-22087,@C1TYofFL1NT This will haunt my dreams. @JoePrich,False,False,False,True,False,False,False,True,True,False,False
2017-En-40594,"@Courteoussoul @MattyMcDee I'm at 349 and just decoded 20 or more blues and not one was over 340, where you getting your blues?",False,True,False,False,False,False,False,False,False,False,False
2017-En-20017,Wah just woke up frm a fucking nightmare,False,False,False,True,False,False,False,False,True,False,False
2017-En-40229,"Having a nail half hanging off is absolutely fucking grim, even with my acrylic holding it on 😷😷",True,False,True,False,False,False,False,False,False,False,False
2017-En-31157,How sad is it that I'm rejoicing over a 72💀 #collegekills,False,False,False,False,False,False,False,True,True,False,False
2017-En-10388,Imagine the twitter fume if Corbyn loses the election and then Smith leads Labour to a worse result than suggested under Corbyn.. Imagine??,True,True,False,False,False,False,False,False,False,False,False
2017-En-40441,@BTS_twt people have so much negativity filled inside them but im always happy that in such a gloomy world someone like u exists Namjoon,False,False,False,False,True,True,False,False,False,False,False
2017-En-20097,in my dream....They were trying to steal my kidney!!! #nightmare #blackmarket #whydidiwatchthat,False,False,True,True,False,False,False,False,True,False,False
2017-En-30662,which always leads to the kind of hilarity average people will never experience - especially during breakups.,False,True,False,False,False,False,True,False,True,False,False
2017-En-41290,#Gratitude - recovery health love God conscious drive hope perseverance wealthy home kids SoCal #recoveryfit youthful #sober,False,False,False,False,True,False,True,False,False,False,False
2017-En-20698,"@NFYFC @Wilkster_ hmm, don't know many yf  who are short on confidence! Wish I'd been one, ",False,True,False,False,False,False,False,False,True,False,False
2017-En-11607,@MJPWGaming exactly not some flaming reject from fast and furious,True,False,True,False,False,False,False,False,True,False,False
2017-En-20939,"Walk right through them! See way past them, and don't even hesitate running them over.",False,False,True,False,False,False,True,False,False,False,False
2017-En-20353,not only was that the worst @EGX that's I've attended but worth one of the worst cons I've been to in the last 5 years #terrible,True,False,True,False,False,False,False,False,False,False,False
2017-En-40949,Living with #depression doesn't mean you must be defeated by it\nevery day's a new day and yesterday doesn't decide what today looks like :-),False,False,False,False,False,False,True,False,True,False,False
2017-En-20660,"@aroseblush Hello !\nThe bigger the bully, the more crocodile tears. Bullies always act like offended victims.",True,False,True,False,False,False,False,False,True,False,False
2017-En-11074,@JessicaValenti @nytimes I don't know... Wasn't punk mostly about white men throwing tantrums?,False,False,False,False,False,False,False,False,False,False,False
2017-En-20073,@BBCPolitics @BBCNews I'd rather leave my child with @BorisJohnson #shudder,False,False,True,True,False,False,False,True,True,False,False
2017-En-20197,@missmeliss465 @WellWeds @siggyflicker @whispernghope @mcrichard awe I feel so bad being naive ou is the worst,False,False,False,False,False,False,False,False,True,False,False
2017-En-11503,"People are #hurt and #angry and it's hard to know what to do with that #anger Remember, at the end of the day, we're all #humans #bekind",True,False,True,False,False,False,True,False,True,False,False
2017-En-40839,HATE that there's ads for #depression &amp; #mentalhealth #meds. That's ONLY something your doctor can determine. Everyone is different. #ssri,True,False,True,False,False,False,False,False,True,False,False
2017-En-10536,"@iStoleFreeHugs @stephlaris lol I'm happy with my negative, realistic ass self. Sorry to offend you",False,False,False,False,True,False,True,True,True,False,False
2017-En-30154,@Olajide_Shutti lmaoo. It will be a joyful day.,False,False,False,False,True,False,True,False,False,False,False
2017-En-21448,"@bt_uk appointment booked between 1-6 today, waited in all day and nobody showed up, also requested a call back and never got one #awful",True,False,True,False,False,False,False,False,False,False,False
2017-En-20083,Now this is getting out of hand. I'm freaked out by this death...and I'm God!! #mommaGrendel ,False,False,False,True,False,False,False,True,True,False,False
2017-En-21934,Some of these fb comments and/or tweets should make some people realize why black Americans feel the way they do 😳 ,True,False,True,False,False,False,False,False,False,False,False
2017-En-10911,Having a baby born too soon is #lifechanging 6 years on and it feels like only yesterday #sad #happy  #emotionalrollercoaster,False,False,False,False,True,True,False,False,True,False,False
2017-En-41155,@wiIdfuI we have the same age and you're 1000 times more beautiful than me! #sad 😂,False,False,False,False,False,False,False,True,True,False,False
2017-En-30798,"Three days off a month with two ex wives and no home could be worse. I don't know how, but it could #oilandgas ",True,False,True,True,False,False,False,True,True,False,False
2017-En-10983,@TheBarmyArmy looking forward to div 2 next year @AndyBarmyArmy?  #leictershireaway #therey,False,True,False,False,True,False,False,False,False,False,False
2017-En-11032,I almost feel offended that she thinks that's a big deal. She's knows I'll literally do anything for her or Kai.,True,False,True,False,False,False,False,False,False,False,False
2017-En-30192,@sszmata @PKessel81 Blew up the Internet with his chirp. Lol. Love it.,False,False,False,False,True,True,True,False,False,False,False
2017-En-20992,"@darwinwatersons @pennyfitzger31 @gumballwatter15 ok but why tomorrow a horrible day, my day was great!",False,False,False,False,True,False,True,False,False,False,False
2017-En-30380,When you're prof suggest @Pharrell and William James may be unlikely dialogue partners and then plays the #happy video #WeAreCST,False,False,False,False,True,False,True,False,False,False,False
2017-En-31291,@1xfly you sir are hilarious,False,False,False,False,True,False,False,False,False,False,False
2017-En-10814,So Rangers v Celtic ll ,False,False,False,False,True,False,False,False,False,False,False
2017-En-11411,"Yeah, no. I don' mind tweetin' that twice. #snap #blm #likeThat",True,False,True,False,True,False,False,False,False,False,False
2017-En-41048,Cops chillin on pine lakes,False,False,False,False,False,False,False,False,False,False,False
2017-En-40712,@RashidAlMaktoum For #serious #intermediaries all required info about #project or #Owner will be mailed.,False,False,False,False,True,False,False,False,False,False,False
2017-En-30399,What if.... the Metro LRT went over the Walterdale?!?! 😂 #yeg #levity,False,False,False,False,True,False,False,False,False,True,False
2017-En-31402,Incredible that Nawaz Sharif said Pakistan is victim of terrorism &amp; talked abt development in Pak. Incredible how he controlled his laughter,False,False,True,True,False,False,False,False,False,False,False
2017-En-21898,"Arguing with these people doesn't work anyway, they just threaten to put you in death camps.",True,False,True,True,False,False,False,False,False,False,False
2017-En-21395,@DsWorld18 did you hear it? Cause I am getting messages about the ground shaking,False,True,False,True,False,False,False,False,False,False,False
2017-En-11336,I've never seen fast &amp; furious Tokyo drift. Boutta watch it,False,True,False,False,True,False,False,False,False,False,False
2017-En-30531,The Quarterback' wrecks me every time.. #glee,False,False,False,False,True,False,True,False,False,False,False
2017-En-40430,@CarrieLynne2323 totally get it. When you've said no to donuts 13 times one week and lost 0.3 lbs you get discouraged! But it's not linear 😘,False,False,False,False,True,False,True,True,True,False,False
2017-En-10437,@jwolfie_ why you gotta use the dark skin emoji ,False,True,False,False,False,False,False,False,False,False,False
2017-En-11159,ICQ is just making me mad!!!😤 #icq ,True,False,True,False,False,False,False,False,False,False,False
2017-En-30043,@ContourCosmetic well done ladies! A great award for an amazing team. A delight to present the award to you.,False,True,False,False,True,False,True,False,False,False,True
2017-En-20545,Most Americans think the media is nothing but Government propaganda BS. #lies #control #BS #RiggedSystem #distrust #garbage #oreillyfactor,True,False,True,False,False,False,False,False,False,False,False
2017-En-20355,"#America finding #gratitude amidst the sadness and frustration about race, #fear, anger and #racism, i remain hopeful _ i'm an earth fixer'",False,False,False,True,False,False,True,False,False,False,False
2017-En-22003,"Welp, I'm off to get my #anxiety meds now. #Empire",False,False,False,True,False,False,False,False,True,False,False
2017-En-31475,Accept the challenges so that you can feel the exhilaration of victory. George S. Patton #quote #yeg,False,False,False,False,True,False,True,False,False,False,True
2017-En-20818,Season 3 of penny dreadful is on Netflix...well my afternoon is filled,False,True,False,False,True,False,False,False,False,False,False
2017-En-31283,@nerdist How cool would it be if @StephenByrne86 animated the scene,False,True,False,False,True,True,False,False,False,False,False
2017-En-40521,@duncantrussell does Remo Williams ever actually 'save' anyone or does he just sulk around killing random undesirables ?,True,False,True,False,False,False,False,False,False,False,False
2017-En-20218,@MaryamNSharif I think just becz u have so much terror in pak nd urself being  a leader u forgot d difference btw a leader nd terrorist !,True,False,True,True,False,False,False,False,False,False,False
2017-En-11400,@Iucifaer you can go on what you usually do its just their own personal reason and not mean to offend anyone :(,False,False,False,False,False,False,True,False,True,False,False
2017-En-41032,@MessYourself why? Do you have depression?,False,False,True,False,False,False,False,False,True,False,False
2017-En-20787,Step out of your comfort zone. \nGo for risks.\nFace things you fear. \n\nThis is when life starts to happen.\n\n#cpd,False,False,False,False,False,False,True,False,False,False,True
2017-En-21682,@alyssaxbeauty nightmare before Christmas,True,False,True,True,False,False,False,False,False,False,False
2017-En-10122,"@ChronAVT ummm, the blog says 'with Simon Stehr faking 7th'...I'll expect an investigation forthwith. This is an #outrage",True,False,True,False,False,False,False,False,False,False,False
2017-En-40455,@alisontis otherwise you're committing a crime against your soul only sober ppl know what is good or bad for themselves,False,False,False,False,False,False,True,False,False,False,False
2017-En-31327,"Headed to Montalvo w/@jaxster3—bring on the #mirth, bitches!\nd(-_-)b\n@Nick_Offerman\n@MeganOMullally\n#SummerOf69Tour2016",True,False,False,False,True,False,True,False,False,False,False
2017-En-20980,@STLouis_RamsFan their whole team is limited when they're on the field.  #terrible,True,False,True,True,False,False,False,False,True,False,False
2017-En-40918,The pine colada starburst nasty. Don't @ me,True,False,True,False,False,False,False,False,False,False,False
2017-En-10596,"@RealPaulWalker R.I.P Paul, furious 8 can't wait",True,False,False,False,False,False,False,False,True,False,False
2017-En-10262,@alicehouston18 sorry I'm just angry my drone flew away,True,False,True,False,False,False,False,False,False,False,False
2017-En-10359,whenever I put 'I wanna be adored' on my brother alwayss sings 'I wanna be a dog' instead just to irritate me,True,False,True,False,False,False,False,False,True,False,False
2017-En-40908,@j__a__i I actually understand it for plumbers etc. Wire would get in the way while under a sink,False,False,False,False,False,False,False,False,False,False,False
2017-En-20634,"@ynnsanity Maybe that's why, we're asked to study hard and get a job that we like. That way it wouldn't be that dreadful.",False,True,False,True,False,False,True,False,False,False,False
2017-En-31205,"I took a yr off school and I'm proud to say I got accepted again, yo girl is going to finish! #happy",False,False,False,False,True,False,False,False,False,False,False
2017-En-30692,Positive #psychology research shows salespeople who score in the top 10% for #optimism have 88% &gt; sales than those in top 10% for pessimism.,False,True,False,False,True,False,True,False,False,False,False
2017-En-20303,Today has dragged on #restless,True,False,True,True,False,False,False,True,True,False,False
2017-En-21836,@cresbots dw I think cheeks are the most attractive thing in guys too it's terrible tbh,True,False,True,True,False,False,False,False,True,False,False
2017-En-30142,@itsyourgirl_Z happy birthday :) have a blessed day love from Toronto :) #bday #smile,False,False,False,False,True,True,False,False,False,False,False
2017-En-21568,When you get to a point as an officer that you are in fear for your life you sir need to change professions,False,False,False,True,False,False,False,False,False,False,False
2017-En-40333,untypical kinda Friday #dull,False,False,True,False,False,False,False,False,True,False,False
2017-En-10481,He totally knew about it'. Trump finally gets revenge for his son-in-law's prosecution/imprisonment and throws Christie under the bus.,True,False,False,False,False,False,False,False,False,False,False
2017-En-40680,@pxrfectpeach it's got her little pout,False,False,False,False,True,False,True,False,False,False,False
2017-En-11478,hey long time no tweet but im rooting for paul to win bc he is the only one that played bb and james for 2nd bc he doesnt irritate me #BB18,False,True,False,False,True,False,True,False,False,False,False
2017-En-11398,@esraalajmy huff btw ty😔,False,False,False,False,True,False,False,False,True,False,False
2017-En-41445,@_iConceitedOne_  Hi! We hate that you're unhappy your bill keeps going up! What unique features do you want with your plan? ^RobertS,False,False,True,False,False,False,True,False,True,False,False
2017-En-21503,whats with these boxes when i search google on chrome  #distracting,True,False,True,False,False,False,False,False,False,True,False
2017-En-31559,"@thenthapple Haha I like the optimism cause I'm the same, but it doesn't make this situation any less mind boggling.",False,False,True,False,True,False,True,False,False,False,False
2017-En-20732,We're very busy #coding a whole network manager for #unity3d based on #steamworks networking. #gamedev #indiedev #3amDeadTime #horror #game,False,False,False,True,False,False,False,False,False,False,False
2017-En-30799,@LaurenBrierley2 sparkling water = death,False,False,False,True,False,False,False,True,False,False,False
2017-En-40606,Refuge Recovery Boston - Weds 7:30-9 pm. #healing #support #addiction #recovery #buddhism #meditation #sober #cambma #meeting #harvardsq,False,False,False,False,True,False,True,False,False,False,True
2017-En-21166,Having a terrific Tuesday? Crush it today with the Power of 4. Treat your internet like Pizza =D \n#PowerOf4,False,False,False,False,False,False,False,False,False,False,False
2017-En-21843,"@dburka I'm not sure what's worse: that, or the use of Comic Sans on a website (or anywhere else)  #comicsans",True,False,True,False,False,False,False,False,True,False,False
2017-En-20717,@metrotrains why is there no disabled access at pontefract monkhill? ,True,False,True,False,False,False,False,False,False,False,False
2017-En-11058,The way @AvailableCar wash their hands of their mistakes is disgraceful. Left driving round on a tyre that can burst at any moment,False,False,True,True,False,False,False,False,False,False,False
2017-En-20548,@hotpatooties more like quickie divorce #awful,True,False,True,False,False,False,False,False,True,False,False
2017-En-30805,@Onision @Eugenia_Cooney annoyed by the good loving fans of Onision including myself Is really annoyed at how people just are too cheerful.,True,False,True,False,False,False,False,False,False,False,False
2017-En-10078,"@justyne_haley it does. if one person ruins season 13 for me, I will be so angry",True,False,True,False,False,False,False,False,False,False,False
2017-En-21794,Ffs dreadful defending,True,False,True,False,False,False,False,False,True,False,False
2017-En-31278,PM nawaz sharif adressed in uno produced mirth among kashmires well done pak wel done nawaz .we want demilterization,True,False,False,False,False,False,True,False,False,False,False
2017-En-11223,"@alliex both, scrap *ll the rage instead",True,False,False,False,False,False,False,False,False,False,False
2017-En-21346,penny dreadful just cleaved off a fraction of my heart,False,False,False,False,False,False,False,False,True,False,False
2017-En-21052,@mackenzian yes! That was my one qualm. These are deeply theological issues we're engaging theologically.,False,False,False,False,True,False,True,True,False,False,False
2017-En-31354,"Always be full of joy in the Lord, I say it again- rejoice. Philippians 4:4",False,False,False,False,True,False,True,False,False,False,False
2017-En-30437,Watch this amazing live.ly broadcast by @brooks_swaggysquad #lively #musically,False,False,False,False,True,False,False,False,False,False,False
2017-En-30114,Happy birthday @iRidhiDogra keep smiling always.Wishing you a wonderful year ahead mam,False,False,False,False,True,True,True,False,False,False,False
2017-En-22149,@ikhras @benglaze Amal Clooney should try to prosecute  #Bush/ #Blair for #war crimes that turned our World upside down&amp;created #terrorism,True,False,True,True,False,False,False,False,False,False,False
2017-En-20352,@gowoonist i got that but you were alarming,True,False,True,True,False,False,False,False,False,False,False
2017-En-30618,@suavecitamay sparkling water is nice you know I tried it the other day,False,False,False,False,True,False,True,False,False,False,True
2017-En-40091,im so gloomy today,False,False,False,False,False,False,False,True,True,False,False
2017-En-20437,"#NawazSharif says lets end #terror. Sure, let #IndianArmedForces target the bases without #Pakistan interference #Karma?",True,False,True,True,False,False,False,False,False,False,False
2017-En-31577,Try to find the good in the negative. The negative can turn out to be good.\n #anxietyrelief  #openminded,False,False,False,False,False,False,True,False,False,False,False
2017-En-21594,@steph_baker7 i tried to turn off my alarm this morning and it turned on all my alarms instead,True,False,False,False,False,False,False,False,False,False,False
2017-En-22199,@DDNewsHindi  #UNGA no talks should be carried out with Pakistan now ... His mouth stinks of  #UriAttack,True,False,True,False,False,False,False,False,True,False,False
2017-En-20358,I'm such a shy girl🙄,False,False,False,False,False,False,False,False,True,False,False
2017-En-21127,Lets start there,False,False,False,False,False,False,False,False,False,False,False
2017-En-40343,"@thehill George H. Establishment is unhappy Trump's campaign branded his son low-energy, but he could not have beaten the others either.",False,False,True,False,False,False,False,False,False,False,False
2017-En-20601,Research has determined 70% of #laughter is actually #anxiety.,False,False,False,True,False,False,False,False,False,False,False
2017-En-10026,.@DIVAmagazine than straight people. Even the arse straight guys who think that means a threesome is fine. #angry #fuming,True,False,True,False,False,False,False,False,False,False,False
2017-En-40819,"@kempicepoland don't think he did, and he didn't have the rucksack or laptop in his possession, murky business, on that note I'm away to bed",True,False,True,False,False,False,False,False,True,False,False
2017-En-20392,When my 4yo is gone I blast gothcore music. She has #anxiety &amp; I can't listen 2 it around her bcuz it's 'too spooky'. *sigh* #momlife,False,False,False,True,False,False,False,False,True,False,False
2017-En-10041,@ThomsonCares Sam- yes we have! Not helpful at all! We need this sorting ASAP! You keep promising stuff that doesn't happen!!!! #fuming,True,False,True,False,False,False,False,False,False,False,False
2017-En-20802,Crossword puzzle is oat meals solitary respecting the flat out portentous nutrient rootstock re scruple failur...,False,False,False,False,False,False,False,False,False,False,False
2017-En-40916,I can't wait for you to listen to my new single 'Mystery' and my new album😋. #newmusic #newsingle #newalbum #2016 #popmusic #dark,False,True,False,False,True,True,False,False,False,False,False
2017-En-11297,The side effects of #fighting and #disrespect.. comes #ignoring the person and show you #don'tcare at all!! #sweet .,True,False,True,False,False,False,False,False,True,False,False
2017-En-30062,@airvistara as always it was indeed a wonderful experience flying with you guys today #bestinbusiness #delight #happyme,False,False,False,False,True,False,True,False,False,True,True
2017-En-21958,#amwriting #horror in the dark and a loud creaking door noise is coming from the kitchen. There are no doors there to creak. WTF.,False,False,False,True,False,False,False,False,True,False,False
2017-En-41239,I'm strong 'cause I'm weak\nI'm beautiful 'cause I know my flaws\nI'm fearless 'cause I've been afraid\nI can laugh 'cause I've known sadness..,False,False,False,False,True,False,True,False,True,False,True
2017-En-11636,@JordySloan love that Jordy #revenge ⚽️,True,False,False,False,True,True,True,False,False,False,False
2017-En-40204,"If Payet goes either in Jan or @ the seasons end, can't say I blame him. The boy must b so disheartened by what he's seeing at the mo.",False,False,False,False,False,False,False,True,True,False,False
2017-En-20630,@caeruleusV @Atheist_Penguin @misogynaut I threaten you because I can pussy,True,False,True,True,False,False,False,False,False,False,False
2017-En-10478,Now that @Jasmine_Wrn has snapchat back it's a constant battle to see who can get the ugliest snap of one another 😂🙃 #snap survival,False,False,False,False,True,False,False,False,False,False,False
2017-En-11610,"as someone that's struggled w EDs since i was 7y/o, i resent everyone who's making a spectacle of a certain youtuber who has severe anorexia",True,False,True,False,False,False,False,False,True,False,False
2017-En-21912,"@wholegrainne Sweden win + Finland win, or NA win + Finland win, NA win + Russia win + timebreakers shake down right",False,True,False,False,False,False,False,False,False,False,False
2017-En-11444,So excited to watch @RuPaulsDragRace #allstars \n #RuPaul ,False,False,False,False,True,False,True,False,False,False,False
2017-En-10628,"@ToddDoug @Ziggomattic Yeah, this actually supports why I tweeted in this thread initially. Because of the article's righteous indignation.",False,True,False,False,False,False,True,False,False,False,False
2017-En-21183,Nothing worse than an uber driver that can't drive. #awful,True,False,True,False,False,False,False,False,False,False,False
2017-En-40530,@10carley what a sulky pants!,True,False,True,False,False,False,False,False,True,False,False
2017-En-10995,@donlemon listening to these politicians is making me so #angry I'm so fucking tired of political speak by career politicians @PatMcCroryNC,True,False,True,False,False,False,False,False,False,False,False
2017-En-30497,Never make a #decision when you're #angry and never make a #promise when you're #happy. #wisewords,False,False,False,False,False,False,True,False,False,False,True
2017-En-11120,@daynutrition @sliqnicq @nytimes I don't listen to White Trash talk about blacks. It's insult. Talk about your race living in trailers,True,False,True,False,False,False,False,False,False,False,False
2017-En-30879,@Bridget_Jones was joyous. Worried I would be disappointed. Most definitely was not. #chickflick #giggles #comethefuckonbridget,False,False,False,False,True,True,False,True,False,False,False
2017-En-31385,Lunatic Asylum: The place where optimism most flourishes.,False,False,False,False,False,False,True,False,False,False,False
2017-En-10797,Houston might lose a coach tomorrow or by midnight.  #yikes #offense?,True,False,True,True,False,False,False,False,False,False,False
2017-En-20420,@LonelyGoomba UK cops have an issue fearing intervention. Hence situations like Rotherham. So of course it'll be dwarfed by US cops.,False,True,False,True,False,False,False,False,False,False,False
2017-En-31330,its been ages since ive had shawarma my stomach is ,False,False,False,False,False,False,False,False,True,False,False
2017-En-10875,@TrussElise Obama must be fuming.. lol,True,False,False,False,True,False,False,False,False,False,False
2017-En-20174,"@Tik115 Issue with that is, will the effort involved get back the amount I put into it? That's what I'm fearful of.",False,False,False,True,False,False,False,True,False,False,False
2017-En-41332,@strong_bread dude we same fukc i lost my spectacles this morning.......,False,False,True,False,False,False,False,False,True,False,False
2017-En-21669,Projection is perception. See it in someone else? You also at some level have that within you. #anger #worry,True,False,True,True,False,False,False,False,False,False,False
2017-En-11306,Omg someone asked them to sit and they reluctantly moved with a huff. Biiitttccchhhhhh 🔪,True,False,True,False,False,False,False,False,False,False,False
2017-En-21411,this girl at my new school is so pretty i am #intimidated,False,False,False,True,True,False,True,False,False,False,False
2017-En-41444,@5SOS I swear I will not go mourn because😭😭💔💔,False,False,False,False,False,False,True,False,True,False,False
2017-En-22129,"Idk why but this Time around its so hard that it hurts, I already miss them all so much #silly #family #friends ",False,False,False,False,True,False,True,False,True,False,False
