ID,Tweet,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust
2017-En-10336,Hell hath not fury like a hamstring cramp. #ouch,True,False,True,False,False,False,False,False,False,False,False
2017-En-30374,"@gypsydragoness wrinkling up. 'Well now, looks here like your name starts with the letter G, eh?' The man smiled up and gave a hearty +",False,True,False,False,True,False,True,False,False,False,False
2017-En-40774,Never a dull moment when talking to Nell 😂😂😂😂😋,False,False,False,False,True,False,False,False,False,False,False
2017-En-31005,jk. started this week strong and it's still going strong. ,False,False,False,False,True,False,True,False,False,False,False
2017-En-40555,Don't get discouraged when simple minds don't see your vision,False,False,False,False,False,False,True,False,False,False,True
2017-En-20341,@GuardianAus @guardian because there is a realistic probability that a clown might be their next president. #clown #uspol ,True,False,False,False,False,False,False,False,False,False,False
2017-En-30239,@MericanMainer AWW. I had a Maine Coon when I was little named Ted Eddy the Wonder Cat. They're such good cats! Very playful and sweet,False,False,False,False,True,True,True,False,False,False,False
2017-En-31250,How did Ryan Murphy create both #AHS and #glee \nSo different,False,True,False,False,False,False,False,False,False,True,False
2017-En-21381,I went to this sushi spot &amp; they had tobi &amp; an ANBU mask hung on the wall behind them. I will start going there even tho I don't eat seafood,False,True,False,False,True,False,True,False,False,False,False
2017-En-40939,Now I'm going to sulk again for a week until #OurGirl is back on! @michkeegan and @benaldridge07 are the best! @OurGirlWatch,True,True,False,False,False,False,False,False,True,False,False
2017-En-40666,"Marcos Rojo Marcos Rojo running down the wing. Loved by the blues, feared by the reds",False,True,False,False,True,True,True,False,False,False,True
2017-En-30007,"#BridgetJonesBaby is the best thing I've seen in ages! So funny, I've missed Bridget! #love  #TeamMark",False,False,False,False,True,True,True,False,False,False,False
2017-En-30795,Turns out 'it' wasn't even anything to be concerned about at all. Im happy and a bit frustrated it took so long to get this answer.,True,False,True,False,True,False,False,False,False,False,False
2017-En-41197,@againstallaudss @groovydadad @Thelostchild5 @MHChat indeed &amp; is sadness unavoidable? #MHChat,False,False,False,False,False,False,False,True,True,False,False
2017-En-31462,"@DayveeSutton BIG thank you for liking my little Pumpkin  :)  She's the smallest of my 4, but is very playful &amp; wakes me up most mornings.",False,False,False,False,True,True,True,False,False,False,False
2017-En-20889,I lost my blinders .... ,False,False,False,False,False,False,False,False,True,False,False
2017-En-40004,Im think ima lay in bed all day and sulk. Life is hitting me to hard rn,False,False,False,False,False,False,False,True,True,False,False
2017-En-40130,When will the weeks full of Mondays end?? #disheartened,False,False,False,False,False,False,False,True,True,False,False
2017-En-21025,Research has determined 70% of #laughter is actually .,False,False,False,False,True,True,True,False,False,False,False
2017-En-21548,@ykrahs666 @HaiderAlAbadi @HassanRouhani %95 of Iraqi political was fighting with Iran against Iraq in 80s %99 of terror in Iraq is Iranian,False,False,True,True,False,False,False,False,False,False,False
2017-En-20493,"@tbergg1 mine are good rn, gonna be horrid after next week",False,False,True,True,False,False,False,False,False,False,False
2017-En-20579,"#TerribleDebateQuestions Madame Secretary, isn't it true that Russia is behind all terrorism?",True,False,True,True,False,False,False,False,True,False,False
2017-En-20764,@BigLepley @angela31694996 @TheIndigoArrow Want to start a biker gang together when the GTA Online Biker DLC comes out?,False,True,False,False,True,False,True,False,False,False,False
2017-En-10360,@johnaugust @clmazin I was so looking forward to @ABCDesignated. Then it opened with a #stuartspecial. I literally yelled at my tv. #umbrage,True,False,False,False,False,False,False,False,False,False,False
2017-En-21369,I stepped into the shower and my spidey senses tangled. I immediately looked up and saw a spider directly above my head. #terror,False,False,False,True,False,False,False,False,False,False,False
2017-En-31254,@Elliot_Eastwick just play rappers delight and have a 15 minute kip,False,True,False,False,True,False,True,False,False,False,False
2017-En-11633,@EmmaHobbs1 I did that! 3 days later my order isn't even in the same postcode as me #fuming,True,False,False,False,False,False,False,False,False,False,False
2017-En-40403,"@ticcikasie1 With a frown, she let's out a distraught 'Gardevoir' saying that she wishes she had a trainer",True,False,True,False,False,False,False,False,False,False,False
2017-En-40610,"Transparency and openness ' is a dull sell for a fans group - want more verbs like buying, defending, building and securing.",False,True,False,False,False,False,False,False,False,False,False
2017-En-20206,#TerrorStatePak we r confirm that #navazsharif is post graduate distinction student of university of #terrorism. He can't spare himself.,False,False,False,True,False,False,False,False,False,False,False
2017-En-21936,"Goodmorning fam, do you know that your critical condition pave way for your miracle, so #dont #worry #be #happy",False,True,False,True,True,False,True,False,False,False,False
2017-En-31187,Function in regard to camshaft exhilaration companies: CQHshJSI,False,False,False,False,False,False,False,False,False,False,False
2017-En-11045,Favourite quote of the year so far is by @ameliameech 'I swore at a parsnip' 😂 ,False,False,False,False,True,False,True,False,False,False,False
2017-En-11362,LOL I have reminders for my ex-gf's birthday approaching. Too bad she considers me acknowledging her existence an affront...,False,False,False,False,True,False,False,False,False,False,False
2017-En-41146,ima kitchen sink,False,False,True,False,False,False,False,True,True,False,False
2017-En-20192,"Swear to God don't get a smart meter from your power company, 8 months of daft bills, 6 visits from British Gas #nightmare #stressed",True,False,False,True,False,False,False,False,True,False,False
2017-En-10791,ESPN just assumed I wanted their free magazines ,True,False,True,False,False,False,False,False,False,False,False
2017-En-20862,"@GroundSwellCLE @ClevelandCNBC @KingJames @mavcarter @SpringHillEnt @boughb #revitalize #ClevelandHustles #daunting task, #hustle",False,False,False,False,False,False,False,False,False,False,False
2017-En-30712,Halfway to work and I realize I forgot to put on underwear....It's going to be one of those days! #mombrain #toomuchgoingon #longday ,True,False,True,False,False,False,False,True,False,False,False
2017-En-11442,@SouthernRailUK delays from Streatham Cmn to Clap Junc &amp; now train took 20 mins for 9 mins journey. Missed 2 trains to Reading ,True,False,True,False,False,False,False,False,True,False,False
2017-En-41440,nooooo. Poor Blue Bell! not again. ,False,False,False,True,False,False,False,False,True,False,False
2017-En-40010,Honestly depression is kicking my ass lately.. 😔,True,False,True,False,False,False,False,True,True,False,False
2017-En-10899,"Kik to trade, have fun or a conversation  (kik: youraffair) #kik #kikme #messageme #textme #pics #trade #tradepics #dm  #bored",False,False,False,False,True,False,True,False,True,False,False
2017-En-30692,Positive #psychology research shows salespeople who score in the top 10% for #optimism have 88% &gt; sales than those in top 10% for pessimism.,False,True,False,False,True,False,True,False,False,False,False
2017-En-41152,God I give you all my pain mess and stress. Take my heavy load. #amen #stress #mess #pain #depression #sadness,False,False,False,False,False,False,True,False,True,False,False
2017-En-10595,@TheDTSB @trubble1127 @nflnetwork I agree but our offense was ass after the second half td score on the first drive,True,False,True,False,False,False,False,False,True,False,False
2017-En-21478,#ThisIsUs has messed with my mind &amp; now I'm anticipating the next episode with #apprehension &amp; #delight! #isthereahelplineforthis,False,True,False,False,True,False,False,False,False,False,False
2017-En-10303,Yo there's a kid on my snap chat from LA &amp; they get high off helium gas lmao.... I am like why the fuck lol,False,False,False,False,True,False,False,False,False,True,False
2017-En-21091,@NativeApprops @SBShear @HuffingtonPost Shew. That was ,False,False,False,False,False,False,False,False,False,False,False
2017-En-31424,@URClassless I think that yawning actor died of a drug overdose. #glee,False,False,False,False,True,False,False,True,True,False,False
2017-En-20604,Obama admin rejects Texas plan to have refugees vetted for terrorism so Texas pulls of of fed refugee resettlement program. Aiding #terror.,False,False,False,True,False,False,False,False,False,False,False
2017-En-10569,"@savageimiike one of my favorite songs brother, real talk. #rage",True,False,True,False,True,False,False,False,False,False,False
2017-En-20122,Well this is flipping great! Flipping standstill on the freeway! #anxiety #stepofftheledge #youvegottobekiddingme,True,False,False,True,True,False,True,False,False,False,False
2017-En-40862,HartRamsey'sUPLIFT If you're still discouraged it means you're listening to the wrong voices &amp; looking to the wrong source.Look to the LORD!,False,True,False,False,False,False,True,False,False,False,True
2017-En-40039,"@TNFryed Jesus, you just made think that of all the Vols v fl games I've seen. I've never seen a win. #depression",False,False,False,False,False,False,False,False,True,False,False
2017-En-21035,"The radio just told me Lady GaGa is going country, which is like if the Beatles decided to do opera singing for their final albums ",False,False,True,False,True,False,False,False,False,False,False
2017-En-22085,"Does anyone know, are both Sims in a dual sim phone both locked to the same network! ",False,True,False,False,False,False,False,False,False,True,False
2017-En-11229,"A 28 yr old man threw a saucepan of boiling water at a garda, &amp; then hit the garda with the shaft of a brush...Letterkenny District Court.",False,False,False,False,False,False,False,False,False,False,False
2017-En-20887,Hahahah what a horrific penalty from bayer. 5 feet wide. Jesus,False,False,False,True,True,False,False,False,True,False,False
2017-En-40540,@RossKemp great programme tonight  #upsetting #extremeworld,True,False,True,False,True,False,False,False,True,False,False
2017-En-21312,what to wear Friday \nspeaking in front of 100's.   #nervous,False,False,False,True,False,False,False,True,False,False,False
2017-En-30922,Oi @THEWIGGYMESS you've absolutely fucking killed me.. 30 mins later im still crying with laughter.. Grindah.. Grindah... 🤓  hahahahahahaha,False,False,False,False,True,False,False,False,False,False,False
2017-En-40874,I love having such a big family. There's never a dull moment in my house 😂,False,False,False,False,True,True,True,False,False,False,False
2017-En-30983,"I'm moving this weekend &amp; my sugar daddy will replace it so, it is what it is. Niggas still happy.",False,False,False,False,True,False,False,False,False,False,False
2017-En-20660,"@aroseblush Hello !\nThe bigger the bully, the more crocodile tears. Bullies always act like offended victims.",True,False,True,False,False,False,False,False,True,False,False
2017-En-40558,I'm too sober time to get shit faced,True,False,True,False,False,False,False,False,True,False,False
2017-En-21934,Some of these fb comments and/or tweets should make some people realize why black Americans feel the way they do 😳 ,True,False,True,False,False,False,False,False,False,False,False
2017-En-40587,@janhopis I found the first few episodes of Bojack incredibly funny. Then it got less funny but I stayed for the #drama,False,True,False,False,True,False,False,False,False,False,True
2017-En-20365,#Muslims are the principle victims of #terrorism. More Muslims are dying at the hands of these #terrorists than anyone else. #YounusAlGohar,False,False,False,True,False,False,False,False,False,False,False
2017-En-21538,Putin feels it acceptable to bomb &amp; kill aid workers. Soon he may be sitting at the same table as Trump!! #Armageddon #USApleasedont ,True,True,True,False,False,False,False,False,False,False,False
2017-En-40764,Happiness is always there. You just have to choose to see it. There's no point dwelling in the dark and ignoring the light of the stars.,False,True,False,False,True,False,True,False,False,False,False
2017-En-11570,Blood is boiling,True,False,True,False,False,False,False,False,False,False,False
2017-En-31549,"Beings in my physical reality are my reflection, so me being always joyful extends to their lives.",False,False,False,False,True,True,True,False,False,False,False
2017-En-20422,okay i AHVE to start mob psycho 100 today. if i dont im going to fight myself,True,True,False,False,False,False,True,False,False,False,False
2017-En-31472,"Everyday I wake up, a different @SpursOfficial player signs a contract extension! Love it!! #future #is #bright #COYS",False,True,False,False,True,True,True,False,False,False,False
2017-En-10479,Nick said he's territorial and he'll growl if someone gets too close to me #hesananimal,True,False,True,False,False,False,False,False,False,False,False
2017-En-11451,Mia has the worst road rage I have ever seen and she gets so mad when I put my hands on her windows lol,True,True,True,False,True,False,False,False,False,False,False
2017-En-40518,"This pretentious dick in Night Gallery just fucking, used a towel to dry off his sink",True,False,True,False,False,False,False,False,False,False,False
2017-En-30891,"Our tone of voice: we're like One Direction, we're thoughtful and timid, yet playful",False,False,False,False,True,False,True,False,False,False,False
2017-En-30437,Watch this amazing live.ly broadcast by @brooks_swaggysquad #lively #musically,False,False,False,False,True,False,False,False,False,False,False
2017-En-20978,induction day tomorrow for pizza express ,False,True,False,False,True,False,False,False,False,False,False
2017-En-20287,Rojo is shocking.......absolutely shocking !!!,True,False,False,False,False,False,False,False,True,True,False
2017-En-31590,I got so much fan's on here! Y'all and vixx keep me smiling ❤❤❤,False,False,False,False,True,True,False,False,False,False,False
2017-En-11544,@jbiggy13 @ToneCapone111 ya and the d was what I was most confident about..... our offense is as good as it's been in 20 years...our d sucks,True,False,True,False,False,False,False,False,False,False,False
2017-En-31334,@lizbon @anomalily @gerikkransky Sorry for the levity if at all inappropriate but this combined with my love of Charlotte reminds me rn...,False,False,False,False,False,True,False,False,False,False,False
2017-En-22103,"@crowder_rachel @LillieGregg she's famous now, begged a living of some mugs fame! Work shy freeloader. Deserves it all",False,True,False,False,True,False,True,False,False,False,True
2017-En-20310,Didn't concede yet but having a nightmare at the back #MUFC,False,False,False,True,False,False,False,False,False,False,False
2017-En-20243,"@ChickOfBeauty No!  By Y'all I mean rioting, fire starting, business burning, looting ASSHOLES!  That create  #BlackLivesmatter #terrorism",True,False,True,False,False,False,False,False,True,False,False
2017-En-20963,Oh I get i see it's #TexasTech playing tonight not the #Texans #TNF #texansarebad ,False,True,True,False,False,False,False,False,False,False,False
2017-En-21017,Every year I go to universal studios to horror nights as a 3rd wheel lol 😊😂,False,False,False,True,True,False,False,False,False,False,False
2017-En-40530,@10carley what a sulky pants!,True,False,True,False,False,False,False,False,True,False,False
2017-En-31324,Pain in both your hips during squats is a sign of youthfulness and being spry right? 🤐🤐🤐🤐,False,False,False,False,True,False,True,False,False,False,False
2017-En-30954,I just want to let everyone out there know you are wonderful people! #beyourself   #late-night #compliment #behappy,False,False,False,False,True,True,True,False,False,False,False
2017-En-41005,@punjabified porkistan lost terribly in 65 because of american intervation to talk we stopped,False,False,True,False,False,False,False,False,False,False,False
2017-En-10624,Scored madden 13 on vita for $20AU today.  Bloke didn't know what he had. I'd have happily paid $70 🤑 my only ever bargain! #bargain #vit,False,False,False,False,True,False,True,False,False,True,False
2017-En-41162,or when someone tells me I needa smile like excuse me ??? now I'm just frowning even harder are you happy,True,False,True,False,False,False,False,False,False,False,False
2017-En-41446,"@jimmyfallon @ShawnMendes I'm just a sucker for pine, I wanna rake you up, I wanna pile you down, I'm just a sucker for pine #FallSongs",True,False,False,False,True,False,False,False,False,False,False
2017-En-11490,He's seriously so frustrating sometimes! (╯°□°）╯︵ ┻━┻ #ugh #raging,True,False,True,False,False,False,False,False,True,False,False
2017-En-40797,Wow just watched Me Before You and it was seriously one of the most depressing movies of my life,False,False,True,False,False,False,False,False,True,False,False
2017-En-21337,Why do people gotta start so much drama ? Shoot me ☹️,True,False,True,False,False,False,False,False,False,False,False
2017-En-11566,"James: no 500k, no 50k, no 25k, no 10k. You fucked up. #bb18  #shouldofVotedforNicole",True,False,True,False,False,False,False,False,False,False,False
2017-En-41264,People are trying too hard to hate on Cam Newton without understanding his position #sad,False,False,True,False,False,False,False,False,True,False,False
2017-En-22119,@theurbanologist the tunnels! I shudder to think of the grimy tweets...,False,False,True,True,False,False,False,True,True,False,False
